status,variant_id,sku,message,error
updated,55196235923721,AUTOSKU-000000CP,SKU updated,
updated,55196235956489,AUTOSKU-000000CQ,SKU updated,
updated,55196235858185,AUTOSKU-000000CR,SKU updated,
updated,55196235890953,AUTOSKU-000000CS,SKU updated,
updated,55196236316937,AUTOSKU-000000CT,SKU updated,
updated,55196236349705,AUTOSKU-000000CU,SKU updated,
updated,55196236251401,AUTOSKU-000000CV,SKU updated,
updated,55196236284169,AUTOSKU-000000CW,SKU updated,
updated,55196236185865,AUTOSKU-000000CX,SKU updated,
updated,55196236218633,AUTOSKU-000000CY,SKU updated,
updated,55196236120329,AUTOSKU-000000CZ,SKU updated,
updated,55196236153097,AUTOSKU-000000D0,SKU updated,
updated,55196236611849,AUTOSKU-000000D1,SKU updated,
updated,55196236742921,AUTOSKU-000000D2,SKU updated,
updated,55196236546313,AUTOSKU-000000D3,SKU updated,
updated,55196236579081,AUTOSKU-000000D4,SKU updated,
updated,55196236448009,AUTOSKU-000000D5,SKU updated,
updated,55196236480777,AUTOSKU-000000D6,SKU updated,
updated,55196236382473,AUTOSKU-000000D7,SKU updated,
updated,55196236415241,AUTOSKU-000000D8,SKU updated,
updated,55196236972297,AUTOSKU-000000D9,SKU updated,
updated,55196237005065,AUTOSKU-000000DA,SKU updated,
updated,55196236906761,AUTOSKU-000000DB,SKU updated,
updated,55196236939529,AUTOSKU-000000DC,SKU updated,
updated,55196236841225,AUTOSKU-000000DD,SKU updated,
updated,55196236873993,AUTOSKU-000000DE,SKU updated,
updated,55196236775689,AUTOSKU-000000DF,SKU updated,
updated,55196236808457,AUTOSKU-000000DG,SKU updated,
updated,55196262695177,AUTOSKU-000000DH,SKU updated,
updated,55196262727945,AUTOSKU-000000DI,SKU updated,
updated,55196262760713,AUTOSKU-000000DJ,SKU updated,
updated,55196262793481,AUTOSKU-000000DK,SKU updated,
updated,55196262564105,AUTOSKU-000000DL,SKU updated,
updated,55196262596873,AUTOSKU-000000DM,SKU updated,
updated,55196262629641,AUTOSKU-000000DN,SKU updated,
updated,55196262662409,AUTOSKU-000000DO,SKU updated,
updated,55196262433033,AUTOSKU-000000DP,SKU updated,
updated,55196262465801,AUTOSKU-000000DQ,SKU updated,
updated,55196262498569,AUTOSKU-000000DR,SKU updated,
updated,55196262531337,AUTOSKU-000000DS,SKU updated,
updated,55196262301961,AUTOSKU-000000DT,SKU updated,
updated,55196262334729,AUTOSKU-000000DU,SKU updated,
updated,55196262367497,AUTOSKU-000000DV,SKU updated,
updated,55196262400265,AUTOSKU-000000DW,SKU updated,
updated,55196263219465,AUTOSKU-000000DX,SKU updated,
updated,55196263252233,AUTOSKU-000000DY,SKU updated,
updated,55196263285001,AUTOSKU-000000DZ,SKU updated,
updated,55196263317769,AUTOSKU-000000E0,SKU updated,
updated,55196263088393,AUTOSKU-000000E1,SKU updated,
updated,55196263121161,AUTOSKU-000000E2,SKU updated,
updated,55196263153929,AUTOSKU-000000E3,SKU updated,
updated,55196263186697,AUTOSKU-000000E4,SKU updated,
updated,55196262957321,AUTOSKU-000000E5,SKU updated,
updated,55196262990089,AUTOSKU-000000E6,SKU updated,
updated,55196263022857,AUTOSKU-000000E7,SKU updated,
updated,55196263055625,AUTOSKU-000000E8,SKU updated,
updated,55196262826249,AUTOSKU-000000E9,SKU updated,
updated,55196262859017,AUTOSKU-000000EA,SKU updated,
updated,55196262891785,AUTOSKU-000000EB,SKU updated,
updated,55196262924553,AUTOSKU-000000EC,SKU updated,
updated,55196263743753,AUTOSKU-000000ED,SKU updated,
updated,55196263776521,AUTOSKU-000000EE,SKU updated,
updated,55196263809289,AUTOSKU-000000EF,SKU updated,
updated,55196263842057,AUTOSKU-000000EG,SKU updated,
updated,55196263612681,AUTOSKU-000000EH,SKU updated,
updated,55196263645449,AUTOSKU-000000EI,SKU updated,
updated,55196263678217,AUTOSKU-000000EJ,SKU updated,
updated,55196263710985,AUTOSKU-000000EK,SKU updated,
updated,55196263481609,AUTOSKU-000000EL,SKU updated,
updated,55196263514377,AUTOSKU-000000EM,SKU updated,
updated,55196263547145,AUTOSKU-000000EN,SKU updated,
updated,55196263579913,AUTOSKU-000000EO,SKU updated,
updated,55196263350537,AUTOSKU-000000EP,SKU updated,
updated,55196263383305,AUTOSKU-000000EQ,SKU updated,
updated,55196263416073,AUTOSKU-000000ER,SKU updated,
updated,55196263448841,AUTOSKU-000000ES,SKU updated,
updated,55196264268041,AUTOSKU-000000ET,SKU updated,
updated,55196264300809,AUTOSKU-000000EU,SKU updated,
updated,55196264333577,AUTOSKU-000000EV,SKU updated,
updated,55196264366345,AUTOSKU-000000EW,SKU updated,
updated,55196264136969,AUTOSKU-000000EX,SKU updated,
updated,55196264169737,AUTOSKU-000000EY,SKU updated,
updated,55196264202505,AUTOSKU-000000EZ,SKU updated,
updated,55196264235273,AUTOSKU-000000F0,SKU updated,
updated,55196264005897,AUTOSKU-000000F1,SKU updated,
updated,55196264038665,AUTOSKU-000000F2,SKU updated,
updated,55196264071433,AUTOSKU-000000F3,SKU updated,
updated,55196264104201,AUTOSKU-000000F4,SKU updated,
updated,55196263874825,AUTOSKU-000000F5,SKU updated,
updated,55196263907593,AUTOSKU-000000F6,SKU updated,
updated,55196263940361,AUTOSKU-000000F7,SKU updated,
updated,55196263973129,AUTOSKU-000000F8,SKU updated,
updated,55196265021705,AUTOSKU-000000F9,SKU updated,
updated,55196265054473,AUTOSKU-000000FA,SKU updated,
updated,55196264956169,AUTOSKU-000000FB,SKU updated,
updated,55196264988937,AUTOSKU-000000FC,SKU updated,
updated,55196264890633,AUTOSKU-000000FD,SKU updated,
updated,55196264923401,AUTOSKU-000000FE,SKU updated,
updated,55196264825097,AUTOSKU-000000FF,SKU updated,
updated,55196264857865,AUTOSKU-000000FG,SKU updated,
updated,55196265283849,AUTOSKU-000000FH,SKU updated,
updated,55196265316617,AUTOSKU-000000FI,SKU updated,
updated,55196265218313,AUTOSKU-000000FJ,SKU updated,
updated,55196265251081,AUTOSKU-000000FK,SKU updated,
updated,55196265152777,AUTOSKU-000000FL,SKU updated,
updated,55196265185545,AUTOSKU-000000FM,SKU updated,
updated,55196265087241,AUTOSKU-000000FN,SKU updated,
updated,55196265120009,AUTOSKU-000000FO,SKU updated,
updated,55196265545993,AUTOSKU-000000FP,SKU updated,
updated,55196265578761,AUTOSKU-000000FQ,SKU updated,
updated,55196265480457,AUTOSKU-000000FR,SKU updated,
updated,55196265513225,AUTOSKU-000000FS,SKU updated,
updated,55196265414921,AUTOSKU-000000FT,SKU updated,
updated,55196265447689,AUTOSKU-000000FU,SKU updated,
updated,55196265349385,AUTOSKU-000000FV,SKU updated,
updated,55196265382153,AUTOSKU-000000FW,SKU updated,
updated,55196265808137,AUTOSKU-000000FX,SKU updated,
updated,55196265840905,AUTOSKU-000000FY,SKU updated,
updated,55196265742601,AUTOSKU-000000FZ,SKU updated,
updated,55196265775369,AUTOSKU-000000G0,SKU updated,
updated,55196265677065,AUTOSKU-000000G1,SKU updated,
updated,55196265709833,AUTOSKU-000000G2,SKU updated,
updated,55196265611529,AUTOSKU-000000G3,SKU updated,
updated,55196265644297,AUTOSKU-000000G4,SKU updated,
updated,55196214558985,AUTOSKU-000000G5,SKU updated,
updated,55196214591753,AUTOSKU-000000G6,SKU updated,
updated,55196214493449,AUTOSKU-000000G7,SKU updated,
updated,55196214526217,AUTOSKU-000000G8,SKU updated,
updated,55196214427913,AUTOSKU-000000G9,SKU updated,
updated,55196214460681,AUTOSKU-000000GA,SKU updated,
updated,55196214362377,AUTOSKU-000000GB,SKU updated,
updated,55196214395145,AUTOSKU-000000GC,SKU updated,
updated,55196214821129,AUTOSKU-000000GD,SKU updated,
updated,55196214853897,AUTOSKU-000000GE,SKU updated,
updated,55196214755593,AUTOSKU-000000GF,SKU updated,
updated,55196214788361,AUTOSKU-000000GG,SKU updated,
updated,55196214690057,AUTOSKU-000000GH,SKU updated,
updated,55196214722825,AUTOSKU-000000GI,SKU updated,
updated,55196214624521,AUTOSKU-000000GJ,SKU updated,
updated,55196214657289,AUTOSKU-000000GK,SKU updated,
updated,55196243427593,AUTOSKU-000000GL,SKU updated,
updated,55196243460361,AUTOSKU-000000GM,SKU updated,
updated,55196243493129,AUTOSKU-000000GN,SKU updated,
updated,55196243329289,AUTOSKU-000000GO,SKU updated,
updated,55196243362057,AUTOSKU-000000GP,SKU updated,
updated,55196243394825,AUTOSKU-000000GQ,SKU updated,
updated,55196243230985,AUTOSKU-000000GR,SKU updated,
updated,55196243263753,AUTOSKU-000000GS,SKU updated,
updated,55196243296521,AUTOSKU-000000GT,SKU updated,
updated,55196243132681,AUTOSKU-000000GU,SKU updated,
updated,55196243165449,AUTOSKU-000000GV,SKU updated,
updated,55196243198217,AUTOSKU-000000GW,SKU updated,
updated,55196243984649,AUTOSKU-000000GX,SKU updated,
updated,55196244050185,AUTOSKU-000000GY,SKU updated,
updated,55196244148489,AUTOSKU-000000GZ,SKU updated,
updated,55196243755273,AUTOSKU-000000H0,SKU updated,
updated,55196243820809,AUTOSKU-000000H1,SKU updated,
updated,55196243919113,AUTOSKU-000000H2,SKU updated,
updated,55196243624201,AUTOSKU-000000H3,SKU updated,
updated,55196243656969,AUTOSKU-000000H4,SKU updated,
updated,55196243689737,AUTOSKU-000000H5,SKU updated,
updated,55196243525897,AUTOSKU-000000H6,SKU updated,
updated,55196243558665,AUTOSKU-000000H7,SKU updated,
updated,55196243591433,AUTOSKU-000000H8,SKU updated,
updated,55196245033225,AUTOSKU-000000H9,SKU updated,
updated,55196245131529,AUTOSKU-000000HA,SKU updated,
updated,55196245229833,AUTOSKU-000000HB,SKU updated,
updated,55196244771081,AUTOSKU-000000HC,SKU updated,
updated,55196244836617,AUTOSKU-000000HD,SKU updated,
updated,55196244934921,AUTOSKU-000000HE,SKU updated,
updated,55196244508937,AUTOSKU-000000HF,SKU updated,
updated,55196244574473,AUTOSKU-000000HG,SKU updated,
updated,55196244672777,AUTOSKU-000000HH,SKU updated,
updated,55196244246793,AUTOSKU-000000HI,SKU updated,
updated,55196244345097,AUTOSKU-000000HJ,SKU updated,
updated,55196244443401,AUTOSKU-000000HK,SKU updated,
updated,55196246180105,AUTOSKU-000000HL,SKU updated,
updated,55196246278409,AUTOSKU-000000HM,SKU updated,
updated,55196246376713,AUTOSKU-000000HN,SKU updated,
updated,55196245885193,AUTOSKU-000000HO,SKU updated,
updated,55196245983497,AUTOSKU-000000HP,SKU updated,
updated,55196246081801,AUTOSKU-000000HQ,SKU updated,
updated,55196245590281,AUTOSKU-000000HR,SKU updated,
updated,55196245688585,AUTOSKU-000000HS,SKU updated,
updated,55196245786889,AUTOSKU-000000HT,SKU updated,
updated,55196245328137,AUTOSKU-000000HU,SKU updated,
updated,55196245426441,AUTOSKU-000000HV,SKU updated,
updated,55196245524745,AUTOSKU-000000HW,SKU updated,
updated,55196249456905,AUTOSKU-000000HX,SKU updated,
updated,55196249489673,AUTOSKU-000000HY,SKU updated,
updated,55196249522441,AUTOSKU-000000HZ,SKU updated,
updated,55196249358601,AUTOSKU-000000I0,SKU updated,
updated,55196249391369,AUTOSKU-000000I1,SKU updated,
updated,55196249424137,AUTOSKU-000000I2,SKU updated,
updated,55196249260297,AUTOSKU-000000I3,SKU updated,
updated,55196249293065,AUTOSKU-000000I4,SKU updated,
updated,55196249325833,AUTOSKU-000000I5,SKU updated,
updated,55196249161993,AUTOSKU-000000I6,SKU updated,
updated,55196249194761,AUTOSKU-000000I7,SKU updated,
updated,55196249227529,AUTOSKU-000000I8,SKU updated,
updated,55196249850121,AUTOSKU-000000I9,SKU updated,
updated,55196249882889,AUTOSKU-000000IA,SKU updated,
updated,55196249915657,AUTOSKU-000000IB,SKU updated,
updated,55196249751817,AUTOSKU-000000IC,SKU updated,
updated,55196249784585,AUTOSKU-000000ID,SKU updated,
updated,55196249817353,AUTOSKU-000000IE,SKU updated,
updated,55196249653513,AUTOSKU-000000IF,SKU updated,
updated,55196249686281,AUTOSKU-000000IG,SKU updated,
updated,55196249719049,AUTOSKU-000000IH,SKU updated,
updated,55196249555209,AUTOSKU-000000II,SKU updated,
updated,55196249587977,AUTOSKU-000000IJ,SKU updated,
updated,55196249620745,AUTOSKU-000000IK,SKU updated,
updated,55196250243337,AUTOSKU-000000IL,SKU updated,
updated,55196250276105,AUTOSKU-000000IM,SKU updated,
updated,55196250308873,AUTOSKU-000000IN,SKU updated,
updated,55196250145033,AUTOSKU-000000IO,SKU updated,
updated,55196250177801,AUTOSKU-000000IP,SKU updated,
updated,55196250210569,AUTOSKU-000000IQ,SKU updated,
updated,55196250046729,AUTOSKU-000000IR,SKU updated,
updated,55196250079497,AUTOSKU-000000IS,SKU updated,
updated,55196250112265,AUTOSKU-000000IT,SKU updated,
updated,55196249948425,AUTOSKU-000000IU,SKU updated,
updated,55196249981193,AUTOSKU-000000IV,SKU updated,
updated,55196250013961,AUTOSKU-000000IW,SKU updated,
updated,55196250636553,AUTOSKU-000000IX,SKU updated,
updated,55196250669321,AUTOSKU-000000IY,SKU updated,
updated,55196250702089,AUTOSKU-000000IZ,SKU updated,
updated,55196250538249,AUTOSKU-000000J0,SKU updated,
updated,55196250571017,AUTOSKU-000000J1,SKU updated,
updated,55196250603785,AUTOSKU-000000J2,SKU updated,
updated,55196250439945,AUTOSKU-000000J3,SKU updated,
updated,55196250472713,AUTOSKU-000000J4,SKU updated,
updated,55196250505481,AUTOSKU-000000J5,SKU updated,
updated,55196250341641,AUTOSKU-000000J6,SKU updated,
updated,55196250374409,AUTOSKU-000000J7,SKU updated,
updated,55196250407177,AUTOSKU-000000J8,SKU updated,
updated,55196251029769,AUTOSKU-000000J9,SKU updated,
updated,55196251062537,AUTOSKU-000000JA,SKU updated,
updated,55196251095305,AUTOSKU-000000JB,SKU updated,
updated,55196250931465,AUTOSKU-000000JC,SKU updated,
updated,55196250964233,AUTOSKU-000000JD,SKU updated,
updated,55196250997001,AUTOSKU-000000JE,SKU updated,
updated,55196250833161,AUTOSKU-000000JF,SKU updated,
updated,55196250865929,AUTOSKU-000000JG,SKU updated,
updated,55196250898697,AUTOSKU-000000JH,SKU updated,
updated,55196250734857,AUTOSKU-000000JI,SKU updated,
updated,55196250767625,AUTOSKU-000000JJ,SKU updated,
updated,55196250800393,AUTOSKU-000000JK,SKU updated,
updated,55698683461897,SAM-ZFLIP6-256-SN-Blue,SKU updated,
updated,55698681266441,SAM-ZFOLD6-256-SN-Silver,SKU updated,
updated,55743530762505,AUTOSKU-000000JL,SKU updated,
updated,55698710692105,SAM-WATCH7-40-SN,SKU updated,
updated,55698695749897,SAM-WATCHULTRA-47-SN-SILVER,SKU updated,
updated,55691435475209,AUTOSKU2-00000001,SKU updated,
updated,55691435507977,AUTOSKU2-00000005,SKU updated,
updated,55678848696585,AUTOSKU2-00000003,SKU updated,
updated,55678906466569,AUTOSKU2-00000013,SKU updated,
updated,55678971904265,AUTOSKU2-00000012,SKU updated,
updated,55679027052809,AUTOSKU2-00000014,SKU updated,
updated,55679094948105,AUTOSKU2-00000007,SKU updated,
updated,55679171068169,AUTOSKU2-00000009,SKU updated,
updated,55679211176201,AUTOSKU2-00000008,SKU updated,
updated,55679253938441,AUTOSKU2-00000006,SKU updated,
updated,55679339626761,AUTOSKU2-00000010,SKU updated,
updated,48406364291337,AUTOSKU-000000JM,SKU updated,
updated,48406137864457,AUTOSKU-000000JN,SKU updated,
updated,48406361473289,AUTOSKU-000000JO,SKU updated,
updated,48406362882313,AUTOSKU-000000JP,SKU updated,
updated,48365821722889,mbp-13-16-17-2-tbt-reparation-10182,SKU updated,
updated,48365821755657,mbp-13-16-17-2-tbt-reparation-10183,SKU updated,
updated,48365821788425,mbp-13-16-17-2-tbt-reparation-10184,SKU updated,
updated,48365821821193,mbp-13-16-17-2-tbt-reparation-10185,SKU updated,
updated,48365822050569,mbp-13-16-17-4-tbt-reparation-10186,SKU updated,
updated,48365822083337,mbp-13-16-17-4-tbt-reparation-10187,SKU updated,
updated,48365822116105,mbp-13-16-17-4-tbt-reparation-10188,SKU updated,
updated,48365822148873,mbp-13-16-17-4-tbt-reparation-10189,SKU updated,
updated,48745558835465,AUTOSKU2-00000004,SKU updated,
updated,48687783510281,AUTOSKU2-00000011,SKU updated,
