status,variant_id,sku,message,error
updated,55083749310839,AUTOSKU-000000DF,SKU updated,
updated,55083749343607,AUTOSKU-000000DG,SKU updated,
updated,55105495892343,AUTOSKU-000000DH,SKU updated,
updated,55105495925111,AUTOSKU-000000DI,SKU updated,
updated,55105497432439,AUTOSKU-000000DJ,SKU updated,
updated,55105497465207,AUTOSKU-000000DK,SKU updated,
updated,55105495826807,AUTOSKU-000000DL,SKU updated,
updated,55105495859575,AUTOSKU-000000DM,SKU updated,
updated,55105497366903,AUTOSKU-000000DN,SKU updated,
updated,55105497399671,AUTOSKU-000000DO,SKU updated,
updated,55105495761271,AUTOSKU-000000DP,SKU updated,
updated,55105495794039,AUTOSKU-000000DQ,SKU updated,
updated,55105497301367,AUTOSKU-000000DR,SKU updated,
updated,55105497334135,AUTOSKU-000000DS,SKU updated,
updated,55105495695735,AUTOSKU-000000DT,SKU updated,
updated,55105495728503,AUTOSKU-000000DU,SKU updated,
updated,55105497235831,AUTOSKU-000000DV,SKU updated,
updated,55105497268599,AUTOSKU-000000DW,SKU updated,
updated,55105496154487,AUTOSKU-000000DX,SKU updated,
updated,55105496187255,AUTOSKU-000000DY,SKU updated,
updated,55105497694583,AUTOSKU-000000DZ,SKU updated,
updated,55105497727351,AUTOSKU-000000E0,SKU updated,
updated,55105496088951,AUTOSKU-000000E1,SKU updated,
updated,55105496121719,AUTOSKU-000000E2,SKU updated,
updated,55105497629047,AUTOSKU-000000E3,SKU updated,
updated,55105497661815,AUTOSKU-000000E4,SKU updated,
updated,55105496023415,AUTOSKU-000000E5,SKU updated,
updated,55105496056183,AUTOSKU-000000E6,SKU updated,
updated,55105497563511,AUTOSKU-000000E7,SKU updated,
updated,55105497596279,AUTOSKU-000000E8,SKU updated,
updated,55105495957879,AUTOSKU-000000E9,SKU updated,
updated,55105495990647,AUTOSKU-000000EA,SKU updated,
updated,55105497497975,AUTOSKU-000000EB,SKU updated,
updated,55105497530743,AUTOSKU-000000EC,SKU updated,
updated,55105496416631,AUTOSKU-000000ED,SKU updated,
updated,55105496449399,AUTOSKU-000000EE,SKU updated,
updated,55105497956727,AUTOSKU-000000EF,SKU updated,
updated,55105497989495,AUTOSKU-000000EG,SKU updated,
updated,55105496351095,AUTOSKU-000000EH,SKU updated,
updated,55105496383863,AUTOSKU-000000EI,SKU updated,
updated,55105497891191,AUTOSKU-000000EJ,SKU updated,
updated,55105497923959,AUTOSKU-000000EK,SKU updated,
updated,55105496285559,AUTOSKU-000000EL,SKU updated,
updated,55105496318327,AUTOSKU-000000EM,SKU updated,
updated,55105497825655,AUTOSKU-000000EN,SKU updated,
updated,55105497858423,AUTOSKU-000000EO,SKU updated,
updated,55105496220023,AUTOSKU-000000EP,SKU updated,
updated,55105496252791,AUTOSKU-000000EQ,SKU updated,
updated,55105497760119,AUTOSKU-000000ER,SKU updated,
updated,55105497792887,AUTOSKU-000000ES,SKU updated,
updated,55105496678775,AUTOSKU-000000ET,SKU updated,
updated,55105496711543,AUTOSKU-000000EU,SKU updated,
updated,55105498218871,AUTOSKU-000000EV,SKU updated,
updated,55105498251639,AUTOSKU-000000EW,SKU updated,
updated,55105496613239,AUTOSKU-000000EX,SKU updated,
updated,55105496646007,AUTOSKU-000000EY,SKU updated,
updated,55105498153335,AUTOSKU-000000EZ,SKU updated,
updated,55105498186103,AUTOSKU-000000F0,SKU updated,
updated,55105496547703,AUTOSKU-000000F1,SKU updated,
updated,55105496580471,AUTOSKU-000000F2,SKU updated,
updated,55105498087799,AUTOSKU-000000F3,SKU updated,
updated,55105498120567,AUTOSKU-000000F4,SKU updated,
updated,55105496482167,AUTOSKU-000000F5,SKU updated,
updated,55105496514935,AUTOSKU-000000F6,SKU updated,
updated,55105498022263,AUTOSKU-000000F7,SKU updated,
updated,55105498055031,AUTOSKU-000000F8,SKU updated,
updated,55105548517751,AUTOSKU-000000F9,SKU updated,
updated,55105548550519,AUTOSKU-000000FA,SKU updated,
updated,55105548452215,AUTOSKU-000000FB,SKU updated,
updated,55105548484983,AUTOSKU-000000FC,SKU updated,
updated,55105548386679,AUTOSKU-000000FD,SKU updated,
updated,55105548419447,AUTOSKU-000000FE,SKU updated,
updated,55105548321143,AUTOSKU-000000FF,SKU updated,
updated,55105548353911,AUTOSKU-000000FG,SKU updated,
updated,55105548779895,AUTOSKU-000000FH,SKU updated,
updated,55105548812663,AUTOSKU-000000FI,SKU updated,
updated,55105548714359,AUTOSKU-000000FJ,SKU updated,
updated,55105548747127,AUTOSKU-000000FK,SKU updated,
updated,55105548648823,AUTOSKU-000000FL,SKU updated,
updated,55105548681591,AUTOSKU-000000FM,SKU updated,
updated,55105548583287,AUTOSKU-000000FN,SKU updated,
updated,55105548616055,AUTOSKU-000000FO,SKU updated,
updated,55105549042039,AUTOSKU-000000FP,SKU updated,
updated,55105549074807,AUTOSKU-000000FQ,SKU updated,
updated,55105548976503,AUTOSKU-000000FR,SKU updated,
updated,55105549009271,AUTOSKU-000000FS,SKU updated,
updated,55105548910967,AUTOSKU-000000FT,SKU updated,
updated,55105548943735,AUTOSKU-000000FU,SKU updated,
updated,55105548845431,AUTOSKU-000000FV,SKU updated,
updated,55105548878199,AUTOSKU-000000FW,SKU updated,
updated,55105549304183,AUTOSKU-000000FX,SKU updated,
updated,55105549336951,AUTOSKU-000000FY,SKU updated,
updated,55105549238647,AUTOSKU-000000FZ,SKU updated,
updated,55105549271415,AUTOSKU-000000G0,SKU updated,
updated,55105549173111,AUTOSKU-000000G1,SKU updated,
updated,55105549205879,AUTOSKU-000000G2,SKU updated,
updated,55105549107575,AUTOSKU-000000G3,SKU updated,
updated,55105549140343,AUTOSKU-000000G4,SKU updated,
updated,55105573683575,AUTOSKU-000000G5,SKU updated,
updated,55105573716343,AUTOSKU-000000G6,SKU updated,
updated,55105573618039,AUTOSKU-000000G7,SKU updated,
updated,55105573650807,AUTOSKU-000000G8,SKU updated,
updated,55105573552503,AUTOSKU-000000G9,SKU updated,
updated,55105573585271,AUTOSKU-000000GA,SKU updated,
updated,55105573486967,AUTOSKU-000000GB,SKU updated,
updated,55105573519735,AUTOSKU-000000GC,SKU updated,
updated,55105573945719,AUTOSKU-000000GD,SKU updated,
updated,55105573978487,AUTOSKU-000000GE,SKU updated,
updated,55105573880183,AUTOSKU-000000GF,SKU updated,
updated,55105573912951,AUTOSKU-000000GG,SKU updated,
updated,55105573814647,AUTOSKU-000000GH,SKU updated,
updated,55105573847415,AUTOSKU-000000GI,SKU updated,
updated,55105573749111,AUTOSKU-000000GJ,SKU updated,
updated,55105573781879,AUTOSKU-000000GK,SKU updated,
updated,55086468432247,AUTOSKU-000000GL,SKU updated,
updated,55086478000503,AUTOSKU-000000GM,SKU updated,
updated,55086478033271,AUTOSKU-000000GN,SKU updated,
updated,55086468366711,AUTOSKU-000000GO,SKU updated,
updated,55086477934967,AUTOSKU-000000GP,SKU updated,
updated,55086477967735,AUTOSKU-000000GQ,SKU updated,
updated,55086468301175,AUTOSKU-000000GR,SKU updated,
updated,55086477869431,AUTOSKU-000000GS,SKU updated,
updated,55086477902199,AUTOSKU-000000GT,SKU updated,
updated,55086468235639,AUTOSKU-000000GU,SKU updated,
updated,55086477803895,AUTOSKU-000000GV,SKU updated,
updated,55086477836663,AUTOSKU-000000GW,SKU updated,
updated,55086468694391,AUTOSKU-000000GX,SKU updated,
updated,55086478262647,AUTOSKU-000000GY,SKU updated,
updated,55086478295415,AUTOSKU-000000GZ,SKU updated,
updated,55086468628855,AUTOSKU-000000H0,SKU updated,
updated,55086478197111,AUTOSKU-000000H1,SKU updated,
updated,55086478229879,AUTOSKU-000000H2,SKU updated,
updated,55086468563319,AUTOSKU-000000H3,SKU updated,
updated,55086478131575,AUTOSKU-000000H4,SKU updated,
updated,55086478164343,AUTOSKU-000000H5,SKU updated,
updated,55086468497783,AUTOSKU-000000H6,SKU updated,
updated,55086478066039,AUTOSKU-000000H7,SKU updated,
updated,55086478098807,AUTOSKU-000000H8,SKU updated,
updated,55086468956535,AUTOSKU-000000H9,SKU updated,
updated,55086478524791,AUTOSKU-000000HA,SKU updated,
updated,55086478557559,AUTOSKU-000000HB,SKU updated,
updated,55086468890999,AUTOSKU-000000HC,SKU updated,
updated,55086478459255,AUTOSKU-000000HD,SKU updated,
updated,55086478492023,AUTOSKU-000000HE,SKU updated,
updated,55086468825463,AUTOSKU-000000HF,SKU updated,
updated,55086478393719,AUTOSKU-000000HG,SKU updated,
updated,55086478426487,AUTOSKU-000000HH,SKU updated,
updated,55086468759927,AUTOSKU-000000HI,SKU updated,
updated,55086478328183,AUTOSKU-000000HJ,SKU updated,
updated,55086478360951,AUTOSKU-000000HK,SKU updated,
updated,55086469218679,AUTOSKU-000000HL,SKU updated,
updated,55086478786935,AUTOSKU-000000HM,SKU updated,
updated,55086478819703,AUTOSKU-000000HN,SKU updated,
updated,55086469153143,AUTOSKU-000000HO,SKU updated,
updated,55086478721399,AUTOSKU-000000HP,SKU updated,
updated,55086478754167,AUTOSKU-000000HQ,SKU updated,
updated,55086469087607,AUTOSKU-000000HR,SKU updated,
updated,55086478655863,AUTOSKU-000000HS,SKU updated,
updated,55086478688631,AUTOSKU-000000HT,SKU updated,
updated,55086469022071,AUTOSKU-000000HU,SKU updated,
updated,55086478590327,AUTOSKU-000000HV,SKU updated,
updated,55086478623095,AUTOSKU-000000HW,SKU updated,
updated,55086506312055,AUTOSKU-000000HX,SKU updated,
updated,55086506344823,AUTOSKU-000000HY,SKU updated,
updated,55086506377591,AUTOSKU-000000HZ,SKU updated,
updated,55086506213751,AUTOSKU-000000I0,SKU updated,
updated,55086506246519,AUTOSKU-000000I1,SKU updated,
updated,55086506279287,AUTOSKU-000000I2,SKU updated,
updated,55086506115447,AUTOSKU-000000I3,SKU updated,
updated,55086506148215,AUTOSKU-000000I4,SKU updated,
updated,55086506180983,AUTOSKU-000000I5,SKU updated,
updated,55086506017143,AUTOSKU-000000I6,SKU updated,
updated,55086506049911,AUTOSKU-000000I7,SKU updated,
updated,55086506082679,AUTOSKU-000000I8,SKU updated,
updated,55086505918839,AUTOSKU-000000I9,SKU updated,
updated,55086505951607,AUTOSKU-000000IA,SKU updated,
updated,55086505984375,AUTOSKU-000000IB,SKU updated,
updated,55086505820535,AUTOSKU-000000IC,SKU updated,
updated,55086505853303,AUTOSKU-000000ID,SKU updated,
updated,55086505886071,AUTOSKU-000000IE,SKU updated,
updated,55086505722231,AUTOSKU-000000IF,SKU updated,
updated,55086505754999,AUTOSKU-000000IG,SKU updated,
updated,55086505787767,AUTOSKU-000000IH,SKU updated,
updated,55086505623927,AUTOSKU-000000II,SKU updated,
updated,55086505656695,AUTOSKU-000000IJ,SKU updated,
updated,55086505689463,AUTOSKU-000000IK,SKU updated,
updated,55086506705271,AUTOSKU-000000IL,SKU updated,
updated,55086506738039,AUTOSKU-000000IM,SKU updated,
updated,55086506770807,AUTOSKU-000000IN,SKU updated,
updated,55086506606967,AUTOSKU-000000IO,SKU updated,
updated,55086506639735,AUTOSKU-000000IP,SKU updated,
updated,55086506672503,AUTOSKU-000000IQ,SKU updated,
updated,55086506508663,AUTOSKU-000000IR,SKU updated,
updated,55086506541431,AUTOSKU-000000IS,SKU updated,
updated,55086506574199,AUTOSKU-000000IT,SKU updated,
updated,55086506410359,AUTOSKU-000000IU,SKU updated,
updated,55086506443127,AUTOSKU-000000IV,SKU updated,
updated,55086506475895,AUTOSKU-000000IW,SKU updated,
updated,55086507098487,AUTOSKU-000000IX,SKU updated,
updated,55086507131255,AUTOSKU-000000IY,SKU updated,
updated,55086507164023,AUTOSKU-000000IZ,SKU updated,
updated,55086507000183,AUTOSKU-000000J0,SKU updated,
updated,55086507032951,AUTOSKU-000000J1,SKU updated,
updated,55086507065719,AUTOSKU-000000J2,SKU updated,
updated,55086506901879,AUTOSKU-000000J3,SKU updated,
updated,55086506934647,AUTOSKU-000000J4,SKU updated,
updated,55086506967415,AUTOSKU-000000J5,SKU updated,
updated,55086506803575,AUTOSKU-000000J6,SKU updated,
updated,55086506836343,AUTOSKU-000000J7,SKU updated,
updated,55086506869111,AUTOSKU-000000J8,SKU updated,
updated,55086518960503,AUTOSKU-000000J9,SKU updated,
updated,55086518993271,AUTOSKU-000000JA,SKU updated,
updated,55086519026039,AUTOSKU-000000JB,SKU updated,
updated,55086518862199,AUTOSKU-000000JC,SKU updated,
updated,55086518894967,AUTOSKU-000000JD,SKU updated,
updated,55086518927735,AUTOSKU-000000JE,SKU updated,
updated,55086518763895,AUTOSKU-000000JF,SKU updated,
updated,55086518796663,AUTOSKU-000000JG,SKU updated,
updated,55086518829431,AUTOSKU-000000JH,SKU updated,
updated,55086518665591,AUTOSKU-000000JI,SKU updated,
updated,55086518698359,AUTOSKU-000000JJ,SKU updated,
updated,55086518731127,AUTOSKU-000000JK,SKU updated,
updated,55331079192951,AUTOSKU-000000JL,SKU updated,
updated,42924108775560,AUTOSKU-000000JM,SKU updated,
updated,42924110151816,AUTOSKU-000000JN,SKU updated,
updated,42924109529224,AUTOSKU-000000JO,SKU updated,
updated,42924106219656,AUTOSKU-000000JP,SKU updated,
